stock_code,quarter,상장폐지 여부,관리종목 여부,감사의견
278470.0,2024Q4,상장,N,기타/확인필요
278470.0,2025Q1,상장,N,기타/확인필요
278470.0,2025Q2,상장,N,기타/확인필요
278470.0,2025Q3,상장,N,기타/확인필요
278650.0,2020Q1,상장,N,기타/확인필요
278650.0,2020Q2,상장,N,적정
278650.0,2020Q3,상장,N,적정
278650.0,2020Q4,상장,N,적정
278650.0,2021Q1,상장,N,적정
278650.0,2021Q2,상장,N,적정
278650.0,2021Q3,상장,N,적정
278650.0,2021Q4,상장,N,적정
278650.0,2022Q1,상장,N,적정
278650.0,2022Q2,상장,N,적정
278650.0,2022Q3,상장,N,적정
278650.0,2022Q4,상장,N,적정
278650.0,2023Q1,상장,N,적정
278650.0,2023Q2,상장,N,기타/확인필요
278650.0,2023Q3,상장,N,기타/확인필요
278650.0,2023Q4,상장,N,기타/확인필요
278650.0,2024Q1,상장,N,기타/확인필요
278650.0,2024Q2,상장,N,기타/확인필요
278650.0,2024Q3,상장,N,기타/확인필요
278650.0,2024Q4,상장,N,기타/확인필요
278650.0,2025Q1,상장,N,기타/확인필요
278650.0,2025Q2,상장,N,기타/확인필요
278650.0,2025Q3,상장,N,기타/확인필요
278990.0,2020Q4,상장,N,기타/확인필요
278990.0,2021Q4,상장,N,적정
278990.0,2022Q4,상장,N,적정
278990.0,2023Q4,상장,N,적정
279600.0,2020Q1,상장,N,기타/확인필요
279600.0,2020Q2,상장,N,적정
279600.0,2020Q3,상장,N,적정
279600.0,2020Q4,상장,N,적정
279600.0,2021Q1,상장,N,적정
279600.0,2021Q2,상장,N,적정
279600.0,2021Q3,상장,N,적정
279600.0,2021Q4,상장,N,적정
279600.0,2022Q1,상장,N,적정
279600.0,2022Q2,상장,N,적정
279600.0,2022Q3,상장,N,적정
279600.0,2022Q4,상장,N,적정
279600.0,2023Q1,상장,N,적정
279600.0,2023Q2,상장,N,적정
279600.0,2023Q3,상장,N,적정
279600.0,2023Q4,상장,N,적정
279600.0,2024Q1,상장,N,적정
279600.0,2024Q2,상장,N,기타/확인필요
279600.0,2024Q3,상장,N,기타/확인필요
279600.0,2024Q4,상장,N,기타/확인필요
279600.0,2025Q1,상장,N,기타/확인필요
279600.0,2025Q2,상장,N,기타/확인필요
279600.0,2025Q3,상장,N,기타/확인필요
280360.0,2020Q1,상장,N,기타/확인필요
280360.0,2020Q2,상장,N,적정
280360.0,2020Q3,상장,N,적정
280360.0,2020Q4,상장,N,적정
280360.0,2021Q1,상장,N,적정
280360.0,2021Q2,상장,N,적정
280360.0,2021Q3,상장,N,적정
280360.0,2021Q4,상장,N,적정
280360.0,2022Q1,상장,N,적정
280360.0,2022Q2,상장,N,기타/확인필요
280360.0,2022Q3,상장,N,기타/확인필요
280360.0,2022Q4,상장,N,기타/확인필요
280360.0,2023Q1,상장,N,기타/확인필요
280360.0,2023Q2,상장,N,적정
280360.0,2023Q3,상장,N,적정
280360.0,2023Q4,상장,N,적정
280360.0,2024Q1,상장,N,적정
280360.0,2024Q2,상장,N,기타/확인필요
280360.0,2024Q3,상장,N,기타/확인필요
280360.0,2024Q4,상장,N,기타/확인필요
280360.0,2025Q1,상장,N,기타/확인필요
280360.0,2025Q2,상장,N,기타/확인필요
280360.0,2025Q3,상장,N,기타/확인필요
281740.0,2020Q1,상장,N,기타/확인필요
281740.0,2020Q2,상장,N,적정
281740.0,2020Q3,상장,N,적정
281740.0,2021Q1,상장,N,기타/확인필요
281740.0,2021Q2,상장,N,적정
281740.0,2021Q3,상장,N,적정
281740.0,2022Q1,상장,N,기타/확인필요
281740.0,2022Q2,상장,N,적정
281740.0,2022Q3,상장,N,적정
281740.0,2023Q1,상장,N,기타/확인필요
281740.0,2023Q2,상장,N,적정
281740.0,2023Q3,상장,N,적정
281740.0,2024Q1,상장,N,기타/확인필요
281740.0,2024Q2,상장,N,기타/확인필요
281740.0,2024Q3,상장,N,기타/확인필요
281740.0,2025Q1,상장,N,기타/확인필요
281740.0,2025Q2,상장,N,기타/확인필요
281820.0,2020Q1,상장,N,기타/확인필요
281820.0,2020Q2,상장,N,적정
281820.0,2020Q3,상장,N,적정
281820.0,2020Q4,상장,N,적정
281820.0,2021Q1,상장,N,적정
281820.0,2021Q2,상장,N,적정
281820.0,2021Q3,상장,N,적정
281820.0,2021Q4,상장,N,적정
281820.0,2022Q1,상장,N,적정
281820.0,2022Q2,상장,N,적정
281820.0,2022Q3,상장,N,적정
281820.0,2022Q4,상장,N,적정
281820.0,2023Q1,상장,N,적정
281820.0,2023Q2,상장,N,적정
281820.0,2023Q3,상장,N,적정
281820.0,2023Q4,상장,N,적정
281820.0,2024Q1,상장,N,적정
281820.0,2024Q2,상장,N,기타/확인필요
281820.0,2024Q3,상장,N,기타/확인필요
281820.0,2024Q4,상장,N,기타/확인필요
281820.0,2025Q1,상장,N,기타/확인필요
281820.0,2025Q2,상장,N,기타/확인필요
281820.0,2025Q3,상장,N,기타/확인필요
282330.0,2020Q1,상장,N,기타/확인필요
282330.0,2020Q2,상장,N,적정
282330.0,2020Q3,상장,N,적정
282330.0,2020Q4,상장,N,적정
282330.0,2021Q1,상장,N,적정
282330.0,2021Q2,상장,N,적정
282330.0,2021Q3,상장,N,적정
282330.0,2021Q4,상장,N,적정
282330.0,2022Q1,상장,N,적정
282330.0,2022Q2,상장,N,적정
282330.0,2022Q3,상장,N,적정
282330.0,2022Q4,상장,N,적정
282330.0,2023Q1,상장,N,적정
282330.0,2023Q2,상장,N,적정
282330.0,2023Q3,상장,N,적정
282330.0,2023Q4,상장,N,적정
282330.0,2024Q1,상장,N,적정
282330.0,2024Q2,상장,N,기타/확인필요
282330.0,2024Q3,상장,N,기타/확인필요
282330.0,2024Q4,상장,N,기타/확인필요
282330.0,2025Q1,상장,N,기타/확인필요
282330.0,2025Q2,상장,N,기타/확인필요
282330.0,2025Q3,상장,N,기타/확인필요
282690.0,2020Q1,상장폐지,N,기타/확인필요
282690.0,2020Q2,상장폐지,N,적정
282690.0,2020Q3,상장폐지,N,적정
282690.0,2020Q4,상장폐지,N,적정
282690.0,2021Q1,상장폐지,N,적정
282690.0,2021Q2,상장폐지,N,적정
282690.0,2021Q3,상장폐지,N,적정
282690.0,2021Q4,상장폐지,N,적정
282690.0,2022Q1,상장폐지,N,적정
282690.0,2022Q2,상장폐지,N,적정
282690.0,2022Q3,상장폐지,N,적정
282690.0,2022Q4,상장폐지,N,적정
282690.0,2023Q1,상장폐지,N,적정
282690.0,2023Q2,상장폐지,N,적정
282690.0,2023Q3,상장폐지,N,적정
282690.0,2023Q4,상장폐지,N,적정
282690.0,2024Q1,상장폐지,N,적정
282690.0,2024Q2,상장폐지,N,기타/확인필요
282720.0,2022Q4,상장,N,적정
282720.0,2023Q1,상장,N,적정
282720.0,2023Q2,상장,N,적정
282720.0,2023Q3,상장,N,적정
282720.0,2023Q4,상장,N,적정
282720.0,2024Q1,상장,N,적정
282720.0,2024Q2,상장,N,기타/확인필요
282720.0,2024Q3,상장,N,기타/확인필요
282720.0,2024Q4,상장,N,기타/확인필요
282720.0,2025Q1,상장,N,기타/확인필요
282720.0,2025Q2,상장,N,기타/확인필요
282720.0,2025Q3,상장,N,기타/확인필요
282880.0,2020Q1,상장,N,기타/확인필요
282880.0,2020Q2,상장,N,적정
282880.0,2020Q3,상장,N,적정
282880.0,2020Q4,상장,N,적정
282880.0,2021Q1,상장,N,적정
282880.0,2021Q2,상장,N,적정
282880.0,2021Q3,상장,N,적정
282880.0,2021Q4,상장,N,적정
282880.0,2022Q1,상장,N,적정
282880.0,2022Q2,상장,N,적정
282880.0,2022Q3,상장,N,적정
282880.0,2022Q4,상장,N,적정
282880.0,2023Q1,상장,N,적정
282880.0,2023Q2,상장,N,적정
282880.0,2023Q3,상장,N,적정
282880.0,2023Q4,상장,N,적정
282880.0,2024Q1,상장,N,적정
282880.0,2024Q2,상장,N,기타/확인필요
282880.0,2024Q3,상장,N,기타/확인필요
282880.0,2024Q4,상장,N,기타/확인필요
282880.0,2025Q1,상장,N,기타/확인필요
282880.0,2025Q2,상장,N,기타/확인필요
282880.0,2025Q3,상장,N,기타/확인필요
284620.0,2020Q1,상장,N,기타/확인필요
284620.0,2020Q2,상장,N,적정
284620.0,2020Q3,상장,N,적정
284620.0,2020Q4,상장,N,적정
284620.0,2021Q1,상장,N,적정
284620.0,2021Q2,상장,N,적정
284620.0,2021Q3,상장,N,적정
284620.0,2021Q4,상장,N,적정
284620.0,2022Q1,상장,N,적정
284620.0,2022Q2,상장,N,적정
284620.0,2022Q3,상장,N,적정
284620.0,2022Q4,상장,N,적정
284620.0,2023Q1,상장,N,적정
284620.0,2023Q2,상장,N,적정
284620.0,2023Q3,상장,N,적정
284620.0,2023Q4,상장,N,적정
284620.0,2024Q1,상장,N,적정
284620.0,2024Q2,상장,N,기타/확인필요
284620.0,2024Q3,상장,N,기타/확인필요
284620.0,2024Q4,상장,N,기타/확인필요
284620.0,2025Q1,상장,Y,기타/확인필요
284620.0,2025Q2,상장,Y,기타/확인필요
284620.0,2025Q3,상장,Y,기타/확인필요
284740.0,2020Q1,상장,N,기타/확인필요
284740.0,2020Q2,상장,N,적정
284740.0,2020Q3,상장,N,적정
284740.0,2020Q4,상장,N,적정
284740.0,2021Q1,상장,N,적정
284740.0,2021Q2,상장,N,적정
284740.0,2021Q3,상장,N,적정
284740.0,2021Q4,상장,N,적정
284740.0,2022Q1,상장,N,적정
284740.0,2022Q2,상장,N,적정
284740.0,2022Q3,상장,N,적정
284740.0,2022Q4,상장,N,적정
284740.0,2023Q1,상장,N,적정
284740.0,2023Q2,상장,N,적정
284740.0,2023Q3,상장,N,적정
284740.0,2023Q4,상장,N,적정
284740.0,2024Q1,상장,N,적정
284740.0,2024Q2,상장,N,기타/확인필요
284740.0,2024Q3,상장,N,기타/확인필요
284740.0,2024Q4,상장,N,기타/확인필요
284740.0,2025Q1,상장,N,기타/확인필요
284740.0,2025Q2,상장,N,기타/확인필요
284740.0,2025Q3,상장,N,기타/확인필요
285130.0,2020Q1,상장,N,기타/확인필요
285130.0,2020Q2,상장,N,기타/확인필요
285130.0,2020Q3,상장,N,기타/확인필요
285130.0,2020Q4,상장,N,기타/확인필요
285130.0,2021Q1,상장,N,기타/확인필요
285130.0,2021Q2,상장,N,기타/확인필요
285130.0,2021Q3,상장,N,기타/확인필요
285130.0,2021Q4,상장,N,기타/확인필요
285130.0,2022Q1,상장,N,기타/확인필요
285130.0,2022Q2,상장,N,기타/확인필요
285130.0,2022Q3,상장,N,기타/확인필요
285130.0,2022Q4,상장,N,기타/확인필요
285130.0,2023Q1,상장,N,기타/확인필요
285130.0,2023Q2,상장,N,기타/확인필요
285130.0,2023Q3,상장,N,기타/확인필요
285130.0,2023Q4,상장,N,기타/확인필요
285130.0,2024Q1,상장,N,기타/확인필요
285130.0,2024Q2,상장,N,기타/확인필요
285130.0,2024Q3,상장,N,기타/확인필요
285130.0,2024Q4,상장,N,기타/확인필요
285130.0,2025Q1,상장,N,기타/확인필요
285130.0,2025Q2,상장,N,기타/확인필요
285130.0,2025Q3,상장,N,기타/확인필요
285490.0,2020Q1,상장,N,기타/확인필요
285490.0,2020Q2,상장,N,적정
285490.0,2020Q3,상장,N,적정
285490.0,2020Q4,상장,N,적정
285490.0,2021Q1,상장,N,적정
285490.0,2021Q2,상장,N,적정
285490.0,2021Q3,상장,N,적정
285490.0,2021Q4,상장,N,적정
285490.0,2022Q1,상장,N,적정
285490.0,2022Q2,상장,N,적정
285490.0,2022Q3,상장,N,적정
285490.0,2022Q4,상장,N,적정
285490.0,2023Q1,상장,N,적정
285490.0,2023Q2,상장,N,적정
285490.0,2023Q3,상장,N,적정
285490.0,2023Q4,상장,N,적정
285490.0,2024Q1,상장,N,적정
285490.0,2024Q2,상장,N,기타/확인필요
285490.0,2024Q3,상장,N,기타/확인필요
285490.0,2024Q4,상장,N,기타/확인필요
285490.0,2025Q1,상장,N,기타/확인필요
285490.0,2025Q2,상장,N,기타/확인필요
285490.0,2025Q3,상장,N,기타/확인필요
285800.0,2023Q2,상장,N,기타/확인필요
285800.0,2023Q3,상장,N,기타/확인필요
285800.0,2023Q4,상장,N,기타/확인필요
285800.0,2024Q1,상장,N,기타/확인필요
285800.0,2024Q2,상장,N,기타/확인필요
285800.0,2024Q3,상장,N,기타/확인필요
285800.0,2024Q4,상장,N,기타/확인필요
285800.0,2025Q1,상장,N,기타/확인필요
285800.0,2025Q2,상장,N,기타/확인필요
285800.0,2025Q3,상장,N,기타/확인필요
286750.0,2020Q1,상장,N,기타/확인필요
286750.0,2020Q2,상장,N,적정
286750.0,2020Q3,상장,N,적정
286750.0,2020Q4,상장,N,적정
286750.0,2021Q1,상장,N,적정
286750.0,2021Q2,상장,N,적정
286750.0,2021Q3,상장,N,적정
286750.0,2021Q4,상장,N,적정
286750.0,2022Q1,상장,N,적정
286750.0,2022Q2,상장,N,적정
286750.0,2022Q3,상장,N,적정
286750.0,2022Q4,상장,N,적정
286750.0,2023Q1,상장,N,적정
286750.0,2023Q2,상장,N,적정
286750.0,2023Q3,상장,N,적정
286750.0,2023Q4,상장,N,적정
286750.0,2024Q1,상장,N,적정
286750.0,2024Q2,상장,N,기타/확인필요
286750.0,2024Q3,상장,N,기타/확인필요
286750.0,2024Q4,상장,N,기타/확인필요
286750.0,2025Q1,상장,N,기타/확인필요
286750.0,2025Q2,상장,N,기타/확인필요
286750.0,2025Q3,상장,N,기타/확인필요
286940.0,2020Q1,상장,N,기타/확인필요
286940.0,2020Q2,상장,N,적정
286940.0,2020Q3,상장,N,적정
286940.0,2020Q4,상장,N,적정
286940.0,2021Q1,상장,N,적정
286940.0,2021Q2,상장,N,적정
286940.0,2021Q3,상장,N,적정
286940.0,2021Q4,상장,N,적정
286940.0,2022Q1,상장,N,적정
286940.0,2022Q2,상장,N,기타/확인필요
286940.0,2022Q3,상장,N,기타/확인필요
286940.0,2022Q4,상장,N,기타/확인필요
286940.0,2023Q1,상장,N,기타/확인필요
286940.0,2023Q2,상장,N,기타/확인필요
286940.0,2023Q3,상장,N,기타/확인필요
286940.0,2023Q4,상장,N,기타/확인필요
286940.0,2024Q1,상장,N,기타/확인필요
286940.0,2024Q2,상장,N,기타/확인필요
286940.0,2024Q3,상장,N,기타/확인필요
286940.0,2024Q4,상장,N,기타/확인필요
286940.0,2025Q1,상장,N,기타/확인필요
286940.0,2025Q2,상장,N,기타/확인필요
286940.0,2025Q3,상장,N,기타/확인필요
287410.0,2021Q1,상장폐지,N,기타/확인필요
287410.0,2021Q2,상장폐지,N,기타/확인필요
287410.0,2021Q3,상장폐지,N,기타/확인필요
287410.0,2021Q4,상장폐지,N,기타/확인필요
287410.0,2022Q1,상장폐지,N,기타/확인필요
287410.0,2022Q2,상장폐지,N,기타/확인필요
287410.0,2022Q3,상장폐지,N,기타/확인필요
287410.0,2022Q4,상장폐지,N,기타/확인필요
287410.0,2023Q1,상장폐지,N,기타/확인필요
287410.0,2023Q2,상장폐지,N,기타/확인필요
287410.0,2023Q3,상장폐지,N,기타/확인필요
287410.0,2023Q4,상장폐지,N,기타/확인필요
287410.0,2024Q1,상장폐지,N,기타/확인필요
287410.0,2024Q2,상장폐지,N,기타/확인필요
287410.0,2024Q3,상장폐지,N,기타/확인필요
287840.0,2024Q2,상장,N,기타/확인필요
287840.0,2024Q3,상장,N,기타/확인필요
287840.0,2024Q4,상장,N,기타/확인필요
287840.0,2025Q1,상장,N,기타/확인필요
287840.0,2025Q2,상장,N,기타/확인필요
287840.0,2025Q3,상장,N,기타/확인필요
288330.0,2020Q1,상장,N,기타/확인필요
288330.0,2020Q2,상장,N,적정
288330.0,2020Q3,상장,N,적정
288330.0,2020Q4,상장,N,적정
288330.0,2021Q1,상장,N,적정
288330.0,2021Q2,상장,N,적정
288330.0,2021Q3,상장,N,적정
288330.0,2021Q4,상장,N,적정
288330.0,2022Q1,상장,N,적정
288330.0,2022Q2,상장,N,적정
288330.0,2022Q3,상장,N,적정
288330.0,2022Q4,상장,N,적정
288330.0,2023Q1,상장,N,적정
288330.0,2023Q2,상장,N,적정
288330.0,2023Q3,상장,N,적정
288330.0,2023Q4,상장,N,적정
288330.0,2024Q1,상장,N,적정
288330.0,2024Q2,상장,N,기타/확인필요
288330.0,2024Q3,상장,N,기타/확인필요
288330.0,2024Q4,상장,N,기타/확인필요
288330.0,2025Q1,상장,Y,기타/확인필요
288330.0,2025Q2,상장,Y,기타/확인필요
288330.0,2025Q3,상장,Y,기타/확인필요
288620.0,2020Q1,상장,N,기타/확인필요
288620.0,2020Q2,상장,N,적정
288620.0,2020Q3,상장,N,적정
288620.0,2020Q4,상장,N,적정
288620.0,2021Q1,상장,N,적정
288620.0,2021Q2,상장,N,적정
288620.0,2021Q3,상장,N,적정
288620.0,2021Q4,상장,N,적정
288620.0,2022Q1,상장,N,적정
288620.0,2022Q2,상장,N,적정
288620.0,2022Q3,상장,N,적정
288620.0,2022Q4,상장,N,적정
288620.0,2023Q1,상장,N,적정
288620.0,2023Q2,상장,N,적정
288620.0,2023Q3,상장,N,적정
288620.0,2023Q4,상장,N,적정
288620.0,2024Q1,상장,N,적정
288620.0,2024Q2,상장,N,기타/확인필요
288620.0,2024Q3,상장,N,기타/확인필요
288620.0,2024Q4,상장,N,기타/확인필요
288620.0,2025Q1,상장,N,기타/확인필요
288620.0,2025Q2,상장,N,기타/확인필요
288620.0,2025Q3,상장,N,기타/확인필요
288980.0,2021Q4,상장,N,기타/확인필요
288980.0,2022Q1,상장,N,기타/확인필요
288980.0,2022Q2,상장,N,적정
288980.0,2022Q3,상장,N,적정
288980.0,2022Q4,상장,N,적정
288980.0,2023Q1,상장,N,적정
288980.0,2023Q2,상장,N,적정
288980.0,2023Q3,상장,N,적정
288980.0,2023Q4,상장,N,적정
288980.0,2024Q1,상장,N,적정
288980.0,2024Q2,상장,N,기타/확인필요
288980.0,2024Q3,상장,N,기타/확인필요
288980.0,2024Q4,상장,N,기타/확인필요
288980.0,2025Q1,상장,N,기타/확인필요
288980.0,2025Q2,상장,N,기타/확인필요
288980.0,2025Q3,상장,N,기타/확인필요
289010.0,2020Q1,상장,N,기타/확인필요
289010.0,2020Q2,상장,N,적정
289010.0,2020Q3,상장,N,적정
289010.0,2020Q4,상장,N,적정
289010.0,2021Q1,상장,N,적정
289010.0,2021Q2,상장,N,적정
289010.0,2021Q3,상장,N,적정
289010.0,2021Q4,상장,N,적정
289010.0,2022Q1,상장,N,적정
289010.0,2022Q2,상장,N,적정
289010.0,2022Q3,상장,N,적정
289010.0,2022Q4,상장,N,적정
289010.0,2023Q1,상장,N,적정
289010.0,2023Q2,상장,N,적정
289010.0,2023Q3,상장,N,적정
289010.0,2023Q4,상장,N,적정
289010.0,2024Q1,상장,N,적정
289010.0,2024Q2,상장,N,기타/확인필요
289010.0,2024Q3,상장,N,기타/확인필요
289010.0,2024Q4,상장,N,기타/확인필요
289010.0,2025Q1,상장,N,기타/확인필요
289010.0,2025Q2,상장,N,기타/확인필요
289010.0,2025Q3,상장,N,기타/확인필요
289080.0,2023Q2,상장,N,적정
289080.0,2023Q3,상장,N,적정
289080.0,2023Q4,상장,N,적정
289080.0,2024Q1,상장,N,적정
289080.0,2024Q2,상장,N,적정
289080.0,2024Q3,상장,N,적정
289080.0,2024Q4,상장,N,적정
289080.0,2025Q1,상장,N,적정
289080.0,2025Q2,상장,N,기타/확인필요
289080.0,2025Q3,상장,N,기타/확인필요
289220.0,2020Q4,상장,N,적정
289220.0,2021Q1,상장,N,적정
289220.0,2021Q2,상장,N,적정
289220.0,2021Q3,상장,N,적정
289220.0,2021Q4,상장,N,적정
289220.0,2022Q1,상장,N,적정
289220.0,2022Q2,상장,N,적정
289220.0,2022Q3,상장,N,적정
289220.0,2022Q4,상장,N,적정
289220.0,2023Q1,상장,N,적정
289220.0,2023Q2,상장,N,적정
289220.0,2023Q3,상장,N,적정
289220.0,2023Q4,상장,N,적정
289220.0,2024Q1,상장,N,적정
289220.0,2024Q2,상장,N,기타/확인필요
289220.0,2024Q3,상장,N,기타/확인필요
289220.0,2024Q4,상장,N,기타/확인필요
289220.0,2025Q1,상장,N,기타/확인필요
289220.0,2025Q2,상장,N,기타/확인필요
289220.0,2025Q3,상장,N,기타/확인필요
289930.0,2024Q4,상장,N,기타/확인필요
289930.0,2025Q1,상장,N,기타/확인필요
289930.0,2025Q2,상장,N,기타/확인필요
289930.0,2025Q3,상장,N,기타/확인필요
290090.0,2021Q4,상장,N,적정
290090.0,2022Q1,상장,N,적정
290090.0,2022Q2,상장,N,적정
290090.0,2022Q3,상장,N,적정
290090.0,2022Q4,상장,N,적정
290090.0,2023Q1,상장,N,적정
290090.0,2023Q2,상장,N,적정
290090.0,2023Q3,상장,N,적정
290090.0,2023Q4,상장,N,적정
290090.0,2024Q1,상장,N,적정
290090.0,2024Q2,상장,N,기타/확인필요
290090.0,2024Q3,상장,N,기타/확인필요
290090.0,2024Q4,상장,N,기타/확인필요
290090.0,2025Q1,상장,N,기타/확인필요
290090.0,2025Q2,상장,N,기타/확인필요
290090.0,2025Q3,상장,N,기타/확인필요
290120.0,2020Q1,상장,N,기타/확인필요
290120.0,2020Q2,상장,N,적정
290120.0,2020Q3,상장,N,적정
290120.0,2020Q4,상장,N,적정
290120.0,2021Q1,상장,N,적정
290120.0,2021Q2,상장,N,적정
290120.0,2021Q3,상장,N,적정
290120.0,2021Q4,상장,N,적정
290120.0,2022Q1,상장,N,적정
290120.0,2022Q2,상장,N,적정
290120.0,2022Q3,상장,N,적정
290120.0,2022Q4,상장,N,적정
290120.0,2023Q1,상장,N,적정
290120.0,2023Q2,상장,N,적정
290120.0,2023Q3,상장,N,적정
290120.0,2023Q4,상장,N,적정
290120.0,2024Q1,상장,N,적정
290120.0,2024Q2,상장,N,기타/확인필요
290120.0,2024Q3,상장,N,기타/확인필요
290120.0,2024Q4,상장,N,기타/확인필요
290120.0,2025Q1,상장,N,기타/확인필요
290120.0,2025Q2,상장,N,기타/확인필요
290120.0,2025Q3,상장,N,기타/확인필요
290270.0,2020Q1,상장,N,기타/확인필요
290270.0,2020Q2,상장,N,적정
290270.0,2020Q3,상장,N,적정
290270.0,2020Q4,상장,N,적정
290270.0,2021Q1,상장,N,적정
290270.0,2021Q2,상장,N,적정
290270.0,2021Q3,상장,N,적정
290270.0,2021Q4,상장,N,적정
290270.0,2022Q1,상장,N,적정
290270.0,2022Q2,상장,N,적정
290270.0,2022Q3,상장,N,적정
290270.0,2022Q4,상장,N,적정
290270.0,2023Q1,상장,N,적정
290270.0,2023Q2,상장,N,적정
290270.0,2023Q3,상장,N,적정
290270.0,2023Q4,상장,N,적정
290270.0,2024Q1,상장,N,적정
290270.0,2024Q2,상장,N,기타/확인필요
290270.0,2024Q3,상장,N,기타/확인필요
290270.0,2024Q4,상장,N,기타/확인필요
290270.0,2025Q1,상장,N,기타/확인필요
290270.0,2025Q2,상장,N,기타/확인필요
290270.0,2025Q3,상장,N,기타/확인필요
290380.0,2020Q1,상장폐지,N,기타/확인필요
290380.0,2020Q2,상장폐지,N,적정
290380.0,2020Q3,상장폐지,N,적정
290380.0,2020Q4,상장폐지,N,적정
290380.0,2021Q1,상장폐지,N,적정
290380.0,2021Q2,상장폐지,N,적정
290380.0,2021Q3,상장폐지,N,적정
290380.0,2021Q4,상장폐지,N,적정
290380.0,2022Q1,상장폐지,N,적정
290380.0,2022Q2,상장폐지,N,적정
290380.0,2022Q3,상장폐지,N,적정
290380.0,2022Q4,상장폐지,N,적정
290380.0,2023Q1,상장폐지,N,적정
290380.0,2023Q2,상장폐지,N,적정
290380.0,2023Q3,상장폐지,N,적정
290380.0,2023Q4,상장폐지,N,적정
290380.0,2024Q1,상장폐지,N,적정
290380.0,2024Q2,상장폐지,N,기타/확인필요
290380.0,2024Q3,상장폐지,N,기타/확인필요
290380.0,2024Q4,상장폐지,N,기타/확인필요
290380.0,2025Q1,상장폐지,N,기타/확인필요
290380.0,2025Q2,상장폐지,N,기타/확인필요
290380.0,2025Q3,상장폐지,N,기타/확인필요
290510.0,2020Q1,상장폐지,N,기타/확인필요
290510.0,2020Q2,상장폐지,N,적정
290510.0,2020Q3,상장폐지,N,적정
290510.0,2020Q4,상장폐지,N,적정
290510.0,2021Q1,상장폐지,N,적정
290510.0,2021Q2,상장폐지,N,적정
290510.0,2021Q3,상장폐지,N,적정
290510.0,2021Q4,상장폐지,N,적정
290510.0,2022Q1,상장폐지,N,적정
290510.0,2022Q2,상장폐지,N,기타/확인필요
290510.0,2022Q3,상장폐지,N,기타/확인필요
290520.0,2020Q2,상장,N,적정
290520.0,2020Q3,상장,N,적정
290520.0,2020Q4,상장,N,적정
290520.0,2021Q1,상장,N,적정
290520.0,2021Q2,상장,N,적정
290520.0,2021Q3,상장,N,적정
290520.0,2021Q4,상장,N,적정
290520.0,2022Q1,상장,N,적정
290520.0,2022Q2,상장,N,적정
290520.0,2022Q3,상장,N,적정
290520.0,2022Q4,상장,N,적정
290520.0,2023Q1,상장,N,적정
290520.0,2023Q2,상장,N,적정
290520.0,2023Q3,상장,N,적정
290520.0,2023Q4,상장,N,적정
290520.0,2024Q1,상장,N,적정
290520.0,2024Q2,상장,N,기타/확인필요
290520.0,2024Q3,상장,N,기타/확인필요
290520.0,2024Q4,상장,N,기타/확인필요
290520.0,2025Q1,상장,N,기타/확인필요
290520.0,2025Q2,상장,N,기타/확인필요
290520.0,2025Q3,상장,N,기타/확인필요
290550.0,2020Q1,상장,N,기타/확인필요
290550.0,2020Q2,상장,N,적정
290550.0,2020Q3,상장,N,적정
290550.0,2020Q4,상장,N,적정
290550.0,2021Q1,상장,N,적정
290550.0,2021Q2,상장,N,적정
290550.0,2021Q3,상장,N,적정
290550.0,2021Q4,상장,N,적정
290550.0,2022Q1,상장,N,적정
290550.0,2022Q2,상장,N,적정
290550.0,2022Q3,상장,N,적정
290550.0,2022Q4,상장,N,적정
290550.0,2023Q1,상장,N,적정
290550.0,2023Q2,상장,N,적정
290550.0,2023Q3,상장,N,적정
290550.0,2023Q4,상장,N,적정
290550.0,2024Q1,상장,N,적정
290550.0,2024Q2,상장,N,기타/확인필요
290550.0,2024Q3,상장,N,기타/확인필요
290550.0,2024Q4,상장,N,기타/확인필요
290550.0,2025Q1,상장,N,기타/확인필요
290550.0,2025Q2,상장,N,기타/확인필요
290550.0,2025Q3,상장,N,기타/확인필요
290560.0,2023Q3,상장,N,기타/확인필요
290560.0,2023Q4,상장,N,적정
290560.0,2024Q1,상장,N,적정
290560.0,2024Q2,상장,N,기타/확인필요
290560.0,2024Q3,상장,N,기타/확인필요
290560.0,2024Q4,상장,N,기타/확인필요
290560.0,2025Q1,상장,N,기타/확인필요
290560.0,2025Q2,상장,N,기타/확인필요
290560.0,2025Q3,상장,N,기타/확인필요
290650.0,2020Q1,상장,N,기타/확인필요
290650.0,2020Q2,상장,N,적정
290650.0,2020Q3,상장,N,적정
290650.0,2020Q4,상장,N,적정
290650.0,2021Q1,상장,N,적정
290650.0,2021Q2,상장,N,적정
290650.0,2021Q3,상장,N,적정
290650.0,2021Q4,상장,N,적정
290650.0,2022Q1,상장,N,적정
290650.0,2022Q2,상장,N,적정
290650.0,2022Q3,상장,N,적정
290650.0,2022Q4,상장,N,적정
290650.0,2023Q1,상장,N,적정
290650.0,2023Q2,상장,N,적정
290650.0,2023Q3,상장,N,적정
290650.0,2023Q4,상장,N,적정
290650.0,2024Q1,상장,N,적정
290650.0,2024Q2,상장,N,기타/확인필요
290650.0,2024Q3,상장,N,기타/확인필요
290650.0,2024Q4,상장,N,기타/확인필요
290650.0,2025Q1,상장,N,기타/확인필요
290650.0,2025Q2,상장,N,기타/확인필요
290650.0,2025Q3,상장,N,기타/확인필요
